City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
E234541,10/16/2019,231235A,White,M
E234542,10/16/2019,231235A,Other,M
E234543,10/16/2019,231235A,White,M
E234544,10/16/2019,21209A,Hispanic,M
E234545,10/16/2019,21209A,White,M
E234546,10/16/2019,231235A,Other,M
T508918,10/16/2019,16028A,Black,Male
T510173,10/16/2019,231235A 22450A 146011A 16028A,Hispanic,Male
T510679,10/16/2019,12951A,Hispanic,Male
E222768,10/17/2019,22349A,,F
E222769,10/17/2019,22349A,,F
E222770,10/17/2019,22349A,,F
E222771,10/17/2019,21755A,,M
E222772,10/17/2019,21755A,,M
E222773,10/17/2019,21755A,,M
E222774,10/17/2019,21755A,,M
E227392,10/17/2019,24252A,,M
E227393,10/17/2019,21955,Hispanic,M
E227394,10/17/2019,27151A,Asian Indian,M
E233319,10/17/2019,22350,,M
E233320,10/17/2019,22107,,F
E233928,10/17/2019,4000A1 16028A,Black,M
T510629,10/17/2019,23152A,Other Asian,Male
T510680,10/17/2019,22100A,White,Male
T510681,10/17/2019,5204A 12500A,Other Asian,Female
T510682,10/17/2019,22350,Other Asian,Male
T510703,10/17/2019,24400A1,White,Female
T510704,10/17/2019,21453A,Black,Male
T510705,10/17/2019,24400A1,Asian Indian,Male
E224727,10/18/2019,21453A,,F
E224728,10/18/2019,21453A 5204A,,M
E224729,10/18/2019,21453A 4000A1 16028A,,M
E231456,10/18/2019,22450A,,M
E231457,10/18/2019,21453C,,F
E231528,10/18/2019,21755A,Hispanic,F
E233321,10/18/2019,22107,,M
E234041,10/18/2019,22450A,,F
E234042,10/18/2019,22450A,,F
E234043,10/18/2019,22450A,,M
E234044,10/18/2019,22450A,,M
E234045,10/18/2019,22450A,,F
E234046,10/18/2019,22450A,,M
E234047,10/18/2019,21755A,Other Asian,F
E234048,10/18/2019,21755A,,F
E234049,10/18/2019,21755A,,F
E234050,10/18/2019,21755A,,M
T508099,10/18/2019,23222B,Other Asian,Male
T509592,10/18/2019,4000A1,American Indian,Male
T510544,10/18/2019,23152A,White,Male
E227700,10/19/2019,22450A,,F
E233322,10/19/2019,22107,Other Asian,F
T510683,10/19/2019,21453A 26708A1,Hispanic,Male
T510685,10/19/2019,24409A,Unknown,Male
T510686,10/19/2019,24250,Unknown,Male
T510707,10/19/2019,22350,Asian Indian,Male
E229951,10/20/2019,27151A,Asian Indian,M
E231458,10/20/2019,21651B,Asian Indian,F
E231529,10/20/2019,22450A,,M
T509686,10/20/2019,12500A 21453A,Hispanic,Male
T510547,10/20/2019,23152A 20002A 12500A 28001,Hispanic,Male
T510548,10/20/2019,23154A,Hispanic,Male
T510651,10/20/2019,4000A1,Other Asian,Male
E226798,10/21/2019,14600A 38300,Hispanic,F
E226799,10/21/2019,22450A 12951A,Other Asian,M
E234051,10/21/2019,22450A,,M
E234052,10/21/2019,22450A,,M
E234053,10/21/2019,22450A,,M
E234054,10/21/2019,22450A,,M
E234055,10/21/2019,22450A,,M
E234056,10/21/2019,22450A,,M
E234057,10/21/2019,22450A,,M
E234058,10/21/2019,22450A,,F
E234059,10/21/2019,22450A,,F
E234060,10/21/2019,22450A,Hispanic,F
E234061,10/21/2019,231235A,,F
E234062,10/21/2019,21209A,,F
E234063,10/21/2019,21209A,,F
E234064,10/21/2019,231235A,,M
E234547,10/21/2019,38300,Other Asian,F
E234548,10/21/2019,38300,White,M
E234549,10/21/2019,21651A1,Other Asian,M
E234550,10/21/2019,22450A,Other,M
E234551,10/21/2019,22450A,Other Asian,F
E234552,10/21/2019,21453C,Asian Indian,M
E231530,10/22/2019,22450A,,F
E234065,10/22/2019,22450A,,F
E234066,10/22/2019,22450A 24603B,,F
E234067,10/22/2019,22450A,,M
E234068,10/22/2019,22450A,,M
E234069,10/22/2019,22450A,,M
E234070,10/22/2019,22450A,,M
E234071,10/22/2019,22450A,,M
E234072,10/22/2019,22450A,,M
E234073,10/22/2019,21209A,Other,M
E234074,10/22/2019,21209A 40004A,,M
E234075,10/22/2019,21209A,,M
E234076,10/22/2019,21209A,,M
E234553,10/22/2019,27465B,White,M
E234554,10/22/2019,21453A,Black,M
E234555,10/22/2019,231235A,Black,M
E234556,10/22/2019,231235A,Asian Indian,M
E234557,10/22/2019,231235A,White,M
E234558,10/22/2019,231235A,White,M
E228882,10/23/2019,231235A,,F
E228883,10/23/2019,231235A,White,M
E228884,10/23/2019,22450A,Other Asian,F
E228885,10/23/2019,146015A 146012A,Hispanic,M
E228886,10/23/2019,27315E,Hispanic,M
E229506,10/23/2019,21453A,Other Asian,F
E229507,10/23/2019,27151A,,M
E229508,10/23/2019,21212A,Asian Indian,M
E229509,10/23/2019,22450A,White,M
E229510,10/23/2019,22107,White,M
E233929,10/23/2019,38300,,M
E233930,10/23/2019,38300,White,M
E233931,10/23/2019,38300,Asian Indian,M
E233932,10/23/2019,38300,Other Asian,M
E233933,10/23/2019,38300,White,M
E233934,10/23/2019,38300,Asian Indian,F
E233935,10/23/2019,22450A,Hispanic,M
E234077,10/23/2019,21212A,Other Asian,F
E234078,10/23/2019,21212A,White,M
E234079,10/23/2019,21212A,Other,M
E234080,10/23/2019,21212A,White,M
E234081,10/23/2019,21212A,White,M
E234082,10/23/2019,21212A,Other,M
E234083,10/23/2019,21212A,Other,M
E234084,10/23/2019,21460A 16028A 40004A,Hispanic,M
E234085,10/23/2019,27315D1,Hispanic,M
E234086,10/23/2019,27315E,,M
E234087,10/23/2019,27315D1,Hispanic,M
E234559,10/23/2019,21453A,Other,M
E234560,10/23/2019,231235A,White,F
E234561,10/23/2019,21453A,Hispanic,M
E234562,10/23/2019,21453A,White,M
E234563,10/23/2019,21453A,Hispanic,F
T500601,10/23/2019,23123A,White,Male
T507684,10/23/2019,22400A,Other Asian,Female
T509652,10/23/2019,22400A,Asian Indian,Male
T509687,10/23/2019,231235A,Hispanic,Male
T509927,10/23/2019,12500A 23123A,Hispanic,Female
T509928,10/23/2019,21453A,Asian Indian,Male
T509929,10/23/2019,231235A,Hispanic,Male
E224730,10/24/2019,231235A,Other,M
E224731,10/24/2019,27315D1,Other,M
E224732,10/24/2019,27315D1,Other,M
E225882,10/24/2019,22350 12500A,Hispanic,M
E230875,10/24/2019,21950A 12500A,Hispanic,F
E230876,10/24/2019,12500A 21453A,Hispanic,M
E230877,10/24/2019,5204A,White,F
E230878,10/24/2019,21209A,,F
E230879,10/24/2019,21209A,,F
E230880,10/24/2019,21209A,,F
E230881,10/24/2019,21209A,,M
E230882,10/24/2019,22500D,,F
E231531,10/24/2019,22450A,,M
E231533,10/24/2019,231235A,,M
E233936,10/24/2019,40004A,White,F
E234088,10/24/2019,22400A,Hispanic,F
E234090,10/24/2019,21209A,Asian Indian,M
E234091,10/24/2019,21209A,Asian Indian,M
E234092,10/24/2019,21209A,Asian Indian,M
E234093,10/24/2019,21209A,Other Asian,F
E234094,10/24/2019,21209A,White,M
T510575,10/24/2019,16028A,Hispanic,Male
T510687,10/24/2019,5204A 146015A,Black,Male
T510688,10/24/2019,24250,White,Female
T510689,10/24/2019,21453A,White,Male
T510875,10/24/2019,21460A,Other,Female
E227729,10/25/2019,4000A1,,F
E230101,10/25/2019,21800D1,Asian Indian,M
E231108,10/25/2019,231235A,White,M
E231109,10/25/2019,231235A,Asian Indian,F
E231110,10/25/2019,231235A,Other,F
E231111,10/25/2019,231235A 12500A,White,M
E231460,10/25/2019,21453A,,M
E231461,10/25/2019,12500A,,F
E233323,10/25/2019,16028A,,M
E233324,10/25/2019,231235A,White,F
E233325,10/25/2019,21950A,White,M
E233326,10/25/2019,231235A,White,M
E233327,10/25/2019,231235A,Hispanic,F
E233328,10/25/2019,21950A,Asian Indian,M
E234095,10/25/2019,22450A,,M
E234096,10/25/2019,21460A,,M
E234097,10/25/2019,22450A,,F
E234098,10/25/2019,22450A,,M
E234099,10/25/2019,22450A,,F
E234100,10/25/2019,22450A,,F
E234564,10/25/2019,22450A,,M
E234565,10/25/2019,22450A,,F
E234566,10/25/2019,22450A,,F
E234568,10/25/2019,22450A,American Indian,F
E234569,10/25/2019,22450A,,M
E234570,10/25/2019,21950A,,M
E234571,10/25/2019,22450A,,F
E234572,10/25/2019,22450A,,M
E234573,10/25/2019,22450A,,F
E234574,10/25/2019,22450A,,M
E234576,10/25/2019,22450A 146015A 146012A,Other,M
E234578,10/25/2019,231235A,,M
E234579,10/25/2019,231235A,,M
E234580,10/25/2019,231235A,Other,M
E234581,10/25/2019,231235A,,M
E234701,10/25/2019,22450A,,M
E234702,10/25/2019,22450A,,M
T510630,10/25/2019,4000A1 12500A,Hispanic,Male
T510690,10/25/2019,4454A,Unknown,Male
T510691,10/25/2019,4000A1 16028A,White,Male
E224226,10/26/2019,4000A1,Black,M
E224227,10/26/2019,21453A,Hispanic,M
E224228,10/26/2019,231235A 16028A,Hispanic,M
E227570,10/26/2019,146011A 22107,Asian Indian,M
E227730,10/26/2019,27151A,Hispanic,M
E230102,10/26/2019,23152A,Hispanic,M
E230103,10/26/2019,12500A 16028A,,M
E230104,10/26/2019,21453A,,M
E230883,10/26/2019,12500A,Hispanic,M
E231462,10/26/2019,24252A,White,M
E231463,10/26/2019,25620,White,M
E231464,10/26/2019,22350,,M
E233937,10/26/2019,16028A,Hispanic,F
T506041,10/26/2019,23123A 21453A,Other,Male
T509593,10/26/2019,4000A1,,Male
T510708,10/26/2019,22107,White,Male
T510709,10/26/2019,21453A,Other Asian,Female
T510852,10/26/2019,23152A,Hispanic,Male
T510876,10/26/2019,5200A 4000A1 146012A 146015A,Hispanic,Male
T510877,10/26/2019,22107 12500A,Other,Male
E231465,10/27/2019,12500A,Hispanic,M
E231466,10/27/2019,21453A,White,M
E231467,10/27/2019,21453A 22350,Other,M
E233329,10/27/2019,12500A 16028A,Hispanic,M
T510710,10/27/2019,21453A,Other Asian,Female
T510853,10/27/2019,23152B,Black,Male
T510854,10/27/2019,23152A,Hispanic,Male
E230105,10/28/2019,146011A,Black,M
E234582,10/28/2019,21453A 21806A1,Other,F
E234583,10/28/2019,231235A 4000A1,Asian Indian,F
E234584,10/28/2019,231235A,Other Asian,F
E234585,10/28/2019,22450A,White,F
E234586,10/28/2019,22450A 12951A,Other Asian,F
E234587,10/28/2019,231235A,,M
E234588,10/28/2019,231235A,Asian Indian,M
E234589,10/28/2019,38300,Other Asian,M
E234590,10/28/2019,22450A,Asian Indian,M
E234703,10/28/2019,22450A,Asian Indian,F
E234704,10/28/2019,22450A,,F
E234705,10/28/2019,22450A,Other Asian,Male
E234706,10/28/2019,22450A,Other Asian,M
E234707,10/28/2019,22450A,Other Asian,F
E234708,10/28/2019,22450A,White,F
E234709,10/28/2019,22450A,Other Asian,F
E234710,10/28/2019,22450A,White,M
E234711,10/28/2019,22450A,Other Asian,F
E234712,10/28/2019,22450A,White,M
E234713,10/28/2019,22450A,Hispanic,F
E234714,10/28/2019,22450A,Other Asian,F
E234715,10/28/2019,22450A,Asian Indian,M
E234716,10/28/2019,22450A,Asian Indian,M
T509688,10/28/2019,21950A,Hispanic,Male
E231468,10/29/2019,21955,,F
E231469,10/29/2019,21460A,,F
E231470,10/29/2019,5200B,,M
E231471,10/29/2019,21453A,,M
E231472,10/29/2019,231235A,Hispanic,M
E231473,10/29/2019,22101D,,M
E231474,10/29/2019,22101D,Hispanic,M
E231475,10/29/2019,231235A,,F
E231476,10/29/2019,231235A,,F
E231477,10/29/2019,21209A,,M
E231478,10/29/2019,22500D,,M
E234717,10/29/2019,231235A,White,M
E234718,10/29/2019,231235A,Other,M
E234719,10/29/2019,22450A,Other Asian,M
E234720,10/29/2019,22450A 4454A,Asian Indian,F
E234721,10/29/2019,22450A,Other Asian,F
E234722,10/29/2019,38300,Hispanic,F
T508291,10/29/2019,5204A,Hispanic,Male
T510455,10/29/2019,21453A,Asian Indian,Female
E228887,10/30/2019,22350,Asian Indian,M
E228888,10/30/2019,27315E,Hispanic,M
E228889,10/30/2019,38300,Hispanic,M
E228890,10/30/2019,38300,Hispanic,M
E230635,10/30/2019,21453A,Black,F
E230636,10/30/2019,21453A,Other,M
E233330,10/30/2019,12500A 16028C,Hispanic,M
E234591,10/30/2019,22450A,,F
E234592,10/30/2019,22450A,,F
E234593,10/30/2019,22450A,,M
E234594,10/30/2019,22450A,,F
E234595,10/30/2019,22450A,,F
E234596,10/30/2019,22450A,,F
E234597,10/30/2019,22450A,,F
E234598,10/30/2019,22450A,,M
E234599,10/30/2019,22450A,,M
E234600,10/30/2019,22450A,,F
E234724,10/30/2019,21460A,Asian Indian,F
E234725,10/30/2019,27315D1,,M
E234726,10/30/2019,22450A,Asian Indian,M
E234727,10/30/2019,22450A,,M
E234728,10/30/2019,21453A,Asian Indian,M
E234729,10/30/2019,24603D,Other Asian,M
E234730,10/30/2019,27315D1,Other Asian,M
E234801,10/30/2019,22450A,,M
E234802,10/30/2019,21209A,,M
E234803,10/30/2019,21209A,,M
E227731,10/31/2019,10.08.220,Other Asian,M
E227732,10/31/2019,4000A1,Other Asian,M
E227733,10/31/2019,4000A1 24600B,Hispanic,M
E230435,10/31/2019,21460A,,M
E230436,10/31/2019,21460A,,F
E230437,10/31/2019,231235A,,F
E230438,10/31/2019,21453A,,M
E230439,10/31/2019,21950A,,M
E230440,10/31/2019,21955,Asian Indian,M
E230441,10/31/2019,231235A,,M
E230442,10/31/2019,231235A,,M
E230578,10/31/2019,38300,,F
E230579,10/31/2019,231235A,,F
E230580,10/31/2019,22107,,M
E234731,10/31/2019,10.08.220,White,M
E234804,10/31/2019,231235A,Asian Indian,M
E234805,10/31/2019,231235A,Other,M
E234806,10/31/2019,231235A,White,M
E234807,10/31/2019,21453A,Hispanic,M
E234808,10/31/2019,231235A,Other,F
E234809,10/31/2019,231235A,White,F
E234810,10/31/2019,231235A,White,M
E234811,10/31/2019,231235A,Other Asian,F
E234812,10/31/2019,231235A,White,M
E234813,10/31/2019,231235A,Other,F
T509689,10/31/2019,21453A,Other Asian,Male
E222775,11/1/2019,22349A,,M
E231534,11/1/2019,21950A,,F
E231535,11/1/2019,231235A,,M
E231536,11/1/2019,22450A,,M
E231537,11/1/2019,22450A,,F
E231538,11/1/2019,21453A,,M
E231539,11/1/2019,22107,,M
E231540,11/1/2019,21453A,,M
E231541,11/1/2019,231235A,,F
E234814,11/1/2019,21453A,White,M
E234815,11/1/2019,22450A,Asian Indian,F
E234816,11/1/2019,22450A,Other Asian,F
E234817,11/1/2019,22450A,Asian Indian,F
E234818,11/1/2019,22450A,Other Asian,F
E234819,11/1/2019,22450A,White,F
E234820,11/1/2019,22450A,Black,F
E234821,11/1/2019,22450A,White,M
E234822,11/1/2019,22450A,,M
E234823,11/1/2019,22450A,Other,M
E234824,11/1/2019,22450A,Other Asian,F
E234825,11/1/2019,22450A,Other Asian,F
E234826,11/1/2019,22450A,Other Asian,M
E234827,11/1/2019,22450A,Other Asian,F
T508920,11/1/2019,216501,Hispanic,Male
T509594,11/1/2019,4000A1 16028A,Hispanic,Male
T510631,11/1/2019,21950A,Hispanic,Male
T510632,11/1/2019,4000A1,White,Male
E227571,11/2/2019,146015A,Hispanic,M
E227734,11/2/2019,22107,White,M
E230637,11/2/2019,214605C,Hispanic,M
E231479,11/2/2019,22450A,,F
T510576,11/2/2019,267085A 5201A,Hispanic,Male
T510711,11/2/2019,23223B,Hispanic,Male
T510712,11/2/2019,23223B,Hispanic,Male
T510713,11/2/2019,21955,Black,Male
E230107,11/3/2019,16028C 4000A1,Other,M
E230885,11/3/2019,21453A,,M
T506229,11/3/2019,22514,,
T510950,11/3/2019,23152A,Hispanic,Male
T510951,11/3/2019,23152B 20002A,Hispanic,Male
E230886,11/4/2019,21460A,,F
E230887,11/4/2019,231235A 27400,,M
E230888,11/4/2019,21950A 4000A1 4454A 12951A,,M
E230889,11/4/2019,21453A,,M
E230890,11/4/2019,231235A,,M
E230891,11/4/2019,21950A,,M
E230892,11/4/2019,21950A,,M
E230893,11/4/2019,21209A,,M
E230894,11/4/2019,21209A,,F
E230895,11/4/2019,21209A,,F
E230897,11/4/2019,22500D,,M
E231480,11/4/2019,24250,Asian Indian,F
E234828,11/4/2019,22450A,Asian Indian,M
E234829,11/4/2019,22450A,White,F
E234830,11/4/2019,22450A,Other Asian,F
E234831,11/4/2019,22450A,White,M
E234832,11/4/2019,22450A,Asian Indian,M
E234833,11/4/2019,22450A,Other Asian,F
E234834,11/4/2019,22450A,White,M
E234835,11/4/2019,21209A,Asian Indian,F
E234836,11/4/2019,21209A,Other Asian,M
E234837,11/4/2019,21209A,Other Asian,F
E234838,11/4/2019,21209A,Asian Indian,M
E234839,11/4/2019,21209A,Asian Indian,M
E234840,11/4/2019,21209A,White,M
T510633,11/4/2019,5200A,Hispanic,Female
T510714,11/4/2019,24250,Asian Indian,Male
E222776,11/5/2019,231235A,,F
E222777,11/5/2019,24603D,,M
E222778,11/5/2019,21209A,,M
E222779,11/5/2019,21209A,,F
E222780,11/5/2019,21209A,,M
E222781,11/5/2019,21209A,,M
E229953,11/5/2019,21453A,,M
E229954,11/5/2019,21453A,,M
E229955,11/5/2019,21453A,,M
E229956,11/5/2019,21453A,,M
E229957,11/5/2019,22450A,,F
E229958,11/5/2019,22450A,,F
E229959,11/5/2019,22450A,White,M
E229960,11/5/2019,22450A 16028A,,M
E229961,11/5/2019,22450A,,M
E229962,11/5/2019,22450A,,F
E230581,11/5/2019,22400A,,M
E230638,11/5/2019,22349A,White,M
E230639,11/5/2019,22349A,Hispanic,M
E230640,11/5/2019,22349A,Hispanic,F
E231481,11/5/2019,231235A,,M
E231482,11/5/2019,231235A,,F
E231483,11/5/2019,231235A,,F
E231484,11/5/2019,267085A,,F
E231485,11/5/2019,38300,,F
E231486,11/5/2019,231235A,,F
E233331,11/5/2019,22350,,F
E234841,11/5/2019,21460A,Other,F
E234842,11/5/2019,21460A,Other Asian,M
E234843,11/5/2019,21460A,Other Asian,F
E234844,11/5/2019,231235A,,F
E234845,11/5/2019,21955,,M
E234846,11/5/2019,27315D1,Hispanic,F
E234847,11/5/2019,27315D1,,M
E234848,11/5/2019,27315D1,,F
E234849,11/5/2019,21209A,,F
E234850,11/5/2019,21209A,,M
E234851,11/5/2019,21209A,,M
E234852,11/5/2019,21209A,,M
E234853,11/5/2019,21209A,Other,M
T506230,11/5/2019,22100B 16028A,Other,Female
T506231,11/5/2019,4000A1 26710 10.24.010,,
T506232,11/5/2019,21658A 16028A,Other,Male
T508292,11/5/2019,5204A 16028A,White,Female
T510388,11/5/2019,21453C,Hispanic,Male
E229963,11/6/2019,4000A1,Other,M
E230108,11/6/2019,4000A1,,F
E230109,11/6/2019,4000A1 16028A,Hispanic,M
E230110,11/6/2019,22450A,Other Asian,F
E230111,11/6/2019,12951A,White,F
E233938,11/6/2019,22349A 12951A,Other Asian,M
E233939,11/6/2019,22349A,White,M
E233940,11/6/2019,22349A,Other Asian,F
E233941,11/6/2019,22349A,Other Asian,M
E233942,11/6/2019,22349A,White,M
E233943,11/6/2019,22349A,Other Asian,M
E233944,11/6/2019,22349A,Other Asian,M
E233945,11/6/2019,22349A 24603D,Asian Indian,M
E233946,11/6/2019,22349A 16028A,Black,M
E234854,11/6/2019,26708A1,Other,F
E234855,11/6/2019,26708A1 12500A,Hispanic,M
E234856,11/6/2019,21212A,Hispanic,M
E234857,11/6/2019,21212A,Other,M
E234858,11/6/2019,21212A,Hispanic,M
E234859,11/6/2019,21212A,Other,M
E234860,11/6/2019,38300,Hispanic,M
E234861,11/6/2019,231235A,Asian Indian,M
E234862,11/6/2019,22450A,Hispanic,F
E234863,11/6/2019,22450A,White,M
E234864,11/6/2019,22450A,Other,F
E234865,11/6/2019,22450A,Other,M
T506935,11/6/2019,27360B 22400A,Asian Indian,Male
T509690,11/6/2019,21950A,Asian Indian,Female
T509691,11/6/2019,16028A 12500A,Hispanic,Female
E222782,11/7/2019,21453A 21212A,,M
E222783,11/7/2019,27315E,,M
E229964,11/7/2019,21453A,,M
E234732,11/7/2019,231235A,Other Asian,M
E234733,11/7/2019,231235A,Other,M
E234734,11/7/2019,231235A,Other Asian,M
E234735,11/7/2019,231235A,White,M
E234736,11/7/2019,21950B,Black,F
E234737,11/7/2019,231235A,Other,F
E234866,11/7/2019,22450A,,M
E234867,11/7/2019,22450A,,M
E234868,11/7/2019,22450A,,M
E234869,11/7/2019,22450A,,F
E234870,11/7/2019,22450A,,M
E234871,11/7/2019,21461A,,M
T510174,11/7/2019,22450A,Other Asian,Female
E227736,11/8/2019,24600B,,M
E231542,11/8/2019,22450A,,M
E231544,11/8/2019,22450A,Other Asian,M
E231545,11/8/2019,22107,,M
E231547,11/8/2019,22450A,Hispanic,F
E231548,11/8/2019,23123A,,F
E231549,11/8/2019,23123A,,M
E231550,11/8/2019,23123A,,F
E231551,11/8/2019,23123A,,M
E231552,11/8/2019,21451B,,M
E234872,11/8/2019,22450A,Other Asian,M
E234873,11/8/2019,22350,Other,M
E234874,11/8/2019,22450A,White,M
E234875,11/8/2019,22450A,White,F
E234876,11/8/2019,22450A,Asian Indian,M
E234877,11/8/2019,22450A,White,F
E234878,11/8/2019,22450A,Other,F
E234879,11/8/2019,22450A,Asian Indian,F
E234880,11/8/2019,22450A,Other Asian,F
E234881,11/8/2019,22107,Asian Indian,F
E234882,11/8/2019,22450A,Asian Indian,M
E234883,11/8/2019,22450A,Asian Indian,M
E234884,11/8/2019,22450A,Hispanic,F
T510653,11/8/2019,4000A1,White,Male
T510952,11/8/2019,23152B,Hispanic,Male
E227737,11/9/2019,24601,,M
E231488,11/9/2019,12500A 16028A 5201A,Hispanic,M
E231489,11/9/2019,231235A,Hispanic,M
T509596,11/9/2019,4000A1,Other Asian,Male
T509597,11/9/2019,4000A1,,Male
T510578,11/9/2019,16028A 26708A1,Black,Male
E229965,11/10/2019,21950A,,M
T510635,11/10/2019,12500A 267085A 16028A,Hispanic,Male
T510900,11/10/2019,12500A 22350,Other Asian,Male
E229966,11/11/2019,231235A,,F
E233333,11/11/2019,24250,Other Asian,F
E233947,11/11/2019,21955,Hispanic,F
E233948,11/11/2019,21453A,,M
E233949,11/11/2019,21950A,,F
E233950,11/11/2019,21950A,,M
E233951,11/11/2019,27360A,,F
E233952,11/11/2019,231235A,,F
E233954,11/11/2019,231235A,,F
E233955,11/11/2019,22500D,,F
T508922,11/11/2019,24250,Other Asian,Female
T510390,11/11/2019,21658A,Other Asian,Male
T510637,11/11/2019,267085A,Other Asian,Male
T510694,11/11/2019,12500B,Hispanic,Male
E230112,11/12/2019,23152A,Asian Indian,M
E231490,11/12/2019,23123A,Asian Indian,M
E234738,11/12/2019,23123A,,M
E234739,11/12/2019,22450A,,F
E234740,11/12/2019,22450A,,F
E234741,11/12/2019,22450A,,M
E234742,11/12/2019,22450A,,M
E234743,11/12/2019,22450A,,F
E234744,11/12/2019,21755A,,M
E234745,11/12/2019,21755A,,F
E234746,11/12/2019,21755A,,M
E234747,11/12/2019,21755A,,F
E234748,11/12/2019,21755A,,M
E234885,11/12/2019,21453A,,M
E234886,11/12/2019,21453A,Hispanic,M
E234887,11/12/2019,21453A,,M
E234888,11/12/2019,21209A,Other Asian,M
E234889,11/12/2019,21209A,,F
E234890,11/12/2019,21209A,,M
E234891,11/12/2019,22500A,Other Asian,M
E234893,11/12/2019,22500A,,F
E234894,11/12/2019,21209A,,F
E234895,11/12/2019,21209A,,F
T508894,11/12/2019,22450A,Other,Male
E227739,11/13/2019,16020A 13007,White,M
E230113,11/13/2019,27400 21201D,Hispanic,M
E230641,11/13/2019,22450A,Other,F
E233334,11/13/2019,12500A,Other Asian,M
E234749,11/13/2019,22450A,Asian Indian,F
E234750,11/13/2019,22450A,White,M
E234751,11/13/2019,22450A,Other Asian,M
E234752,11/13/2019,22450A,Asian Indian,M
E234753,11/13/2019,21804A,White,M
E234896,11/13/2019,231235A,,M
E234897,11/13/2019,231235A,,M
E234898,11/13/2019,231235A,Other,M
E234900,11/13/2019,38300,,F
E235201,11/13/2019,231235A,,M
E235202,11/13/2019,38300,,F
T508766,11/13/2019,146011A,Hispanic,Male
T509598,11/13/2019,4000A1 16028A,White,Male
T510557,11/13/2019,4000A1 12951A,Other Asian,Female
E227572,11/14/2019,21453B,,F
E227573,11/14/2019,21801A,,M
E227574,11/14/2019,21755A,,M
E227575,11/14/2019,21755A,,M
E227576,11/14/2019,21755A,,M
E227577,11/14/2019,24400A2,,F
E229805,11/14/2019,231235A,White,F
E229806,11/14/2019,231235A,White,M
E229807,11/14/2019,21453A,White,M
E229809,11/14/2019,231235A,Hispanic,Male
E229810,11/14/2019,231235A,White,F
E229811,11/14/2019,21453A,Other Asian,M
E229812,11/14/2019,21453A,White,M
E229813,11/14/2019,21453A,Hispanic,M
E229814,11/14/2019,24603B,White,F
E229815,11/14/2019,231235A,Black,M
E229816,11/14/2019,231235A,Asian Indian,F
E230114,11/14/2019,4000A1,,M
E230443,11/14/2019,22349A,Hispanic,F
E230444,11/14/2019,231235A 26710,Hispanic,F
E230445,11/14/2019,22349A,Hispanic,F
E230446,11/14/2019,22349A,Asian Indian,F
E230447,11/14/2019,22349A 26710,Other,M
E230448,11/14/2019,231235A,Other Asian,M
E230449,11/14/2019,22349A,Hispanic,F
E230450,11/14/2019,22349A,Hispanic,F
E230582,11/14/2019,21950A,,F
E230583,11/14/2019,231235A,,M
E230584,11/14/2019,22450A,,F
E230585,11/14/2019,22450A,,M
E230586,11/14/2019,22450A,,F
E230587,11/14/2019,22450A,,F
E230588,11/14/2019,22450A,,F
E230589,11/14/2019,21209A,,F
E230590,11/14/2019,21209A,,M
E230591,11/14/2019,21209A,,M
E230592,11/14/2019,21209A,,M
E230593,11/14/2019,21209A,,F
E230642,11/14/2019,22450A,,M
E230643,11/14/2019,24603F,,M
E231112,11/14/2019,23123A,,F
E231113,11/14/2019,22450A,,F
E231114,11/14/2019,22450A,,F
E231116,11/14/2019,24600B,,M
E231117,11/14/2019,22450A,,F
E232302,11/14/2019,21755A,Other Asian,M
E232303,11/14/2019,21755A,Asian Indian,M
E232304,11/14/2019,21755A,Other,M
E233956,11/14/2019,225001,,M
E233957,11/14/2019,21460A,,F
E233958,11/14/2019,21460A,,M
E233959,11/14/2019,231235A,White,F
E233960,11/14/2019,21950A,,F
E233961,11/14/2019,21453A,,M
E233963,11/14/2019,21212A,Hispanic,M
E233964,11/14/2019,21212A,Hispanic,M
E233965,11/14/2019,21209A,,F
E233966,11/14/2019,21209A,,M
E233967,11/14/2019,21209A,,F
E233968,11/14/2019,21209A,,M
E233969,11/14/2019,21209A,,M
E234754,11/14/2019,21453C,White,F
E234755,11/14/2019,231235A,Asian Indian,F
E234756,11/14/2019,5204A,Asian Indian,M
E234757,11/14/2019,5200A,Asian Indian,M
E234758,11/14/2019,5200A,Asian Indian,F
E234759,11/14/2019,5200A,Asian Indian,M
E234760,11/14/2019,5200A,Other Asian,F
E234761,11/14/2019,5200A,White,M
E234762,11/14/2019,231235A,Other Asian,F
E234763,11/14/2019,231235A 4000A1,Hispanic,M
E234764,11/14/2019,21453A,Asian Indian,M
E234765,11/14/2019,22450A,White,M
E234766,11/14/2019,21209A,Asian Indian,M
E234767,11/14/2019,21209A,Asian Indian,M
E234768,11/14/2019,21209A,Other Asian,M
E234769,11/14/2019,21209A,Other Asian,M
E234770,11/14/2019,21209A,White,M
E235203,11/14/2019,5200A,Asian Indian,M
E235204,11/14/2019,5200A 26708A1,White,M
E235205,11/14/2019,26708A1,White,M
E235206,11/14/2019,26708A1,Asian Indian,M
E235207,11/14/2019,5200A,Other Asian,M
E235208,11/14/2019,5200A 26708A1,White,M
E235209,11/14/2019,5200A 26708A1,Hispanic,F
E235210,11/14/2019,5200A,Asian Indian,M
E235211,11/14/2019,26708A1 5204A,Hispanic,F
